Address,2019 EUI,"2019 EUI Quartile
(Top being the least energy intensive quartile)",2020 EUI,"2020 EUI Quartile
(Top being the least energy intensive quartile)",2021 EUI,"2021 EUI Quartile 
(Top being the least energy intensive quartile)",Building Type,Main Function,Building Size,TOP/CSC Year,Green Mark Award,Year of Green Mark Award,Green Mark Version,GFA,AC Area,AC Area Percentage,No. Of Hotel Rooms,Type of Air-conditioning System,Age  of Chiller,Air-con system efficiency (kW/RT),Date of Last Audit/Health Check,LED Percentage Usage,Installation of Solar PV,Remarks,postal_code,lat,lon,plan_area
"14 COLLEGE ROAD, SINGAPORE 169853",,,,,,,Commercial Building,Office,,1931.0,,,,,,,,Others,5.0,,,0.0,N,,169853,1.28137464942775,103.833315119378,BUKIT MERAH
"16A COLLEGE ROAD, SINGAPORE 169855",,,,,,,Commercial Building,Office,,1911.0,,,,,,,,Others,2018.0,,,0.0,N,,169855,1.28056053180424,103.833323927656,BUKIT MERAH
"8A COLLEGE ROAD, SINGAPORE 169858",,,,,,,Commercial Building,Office,,2010.0,,,,,,,,Others,2.0,,,0.0,N,,169858,1.28151868114461,103.833753527947,BUKIT MERAH
"14 SCIENCE PARK DRIVE, SINGAPORE 118226",,,,,,,Commercial Building,Office,,2013.0,GoldPlus,2013.0,New Building for Non-Residential buildings (version 4),,,,,Water Cooled Chilled Water Plant,7.0,0.65,,90.0,N,,118226,1.28983050140321,103.787576554611,QUEENSTOWN
"73 SCIENCE PARK DRIVE, SINGAPORE 118254",,,,,,,Commercial Building,Office,,1988.0,Certified,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,6.0,0.59,2019-03-01,100.0,N,,118254,1.2906070129871,103.789066555446,QUEENSTOWN
"77 SCIENCE PARK DRIVE, SINGAPORE 118256",,,,,,,Commercial Building,Office,,1994.0,GoldPlus,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,6.0,0.6,2017-02-01,100.0,N,,118256,1.28931147795314,103.791409948503,QUEENSTOWN
"79 SCIENCE PARK DRIVE, SINGAPORE 118264",,,,,,,Commercial Building,Office,,2009.0,GoldPlus,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,District Cooling Plant,6.0,0.6,2017-06-01,100.0,N,,118264,1.28956349228321,103.790457330157,QUEENSTOWN
"16 SCIENCE PARK DRIVE, SINGAPORE 118227",,,,,,,Commercial Building,Office,,2013.0,Platinum,2021.0,Existing Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,8.0,0.63,2020-02-03,40.0,N,,118227,1.29052180626856,103.787231638969,QUEENSTOWN
"298 TIONG BAHRU ROAD, SINGAPORE 168730",,,,,,,Commercial Building,Office,,1996.0,Platinum,2021.0,Existing Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,4.0,0.61,2019-03-06,100.0,N,,168730,1.28629937187776,103.828093503404,BUKIT MERAH
"12 MARINA BOULEVARD, SINGAPORE 018982",,,,,,,Commercial Building,Office,,2012.0,Platinum,2019.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,12.0,,,12.0,N,,018982,1.27901700601652,103.854464808366,DOWNTOWN CORE
"512 THOMSON ROAD, SINGAPORE 298136",,,,,,,Commercial Building,Office,,1986.0,,,,,,,,Others,0.0,0.91,2010-10-18,0.0,N,,298136,1.33371661741466,103.839419153542,TOA PAYOH
"512A THOMSON ROAD, SINGAPORE 298137",,,,,,,Commercial Building,Office,,1986.0,,,,,,,,Others,0.0,0.91,2010-10-18,0.0,N,,298137,1.33350669538099,103.839776129849,TOA PAYOH
"514 THOMSON ROAD, SINGAPORE 298179",,,,,,,Commercial Building,Office,,1986.0,,,,,,,,Others,5.0,,,0.0,N,,298179,1.33382198248403,103.839714130676,TOA PAYOH
"238A THOMSON ROAD, SINGAPORE 307684",,,,,,,Commercial Building,Office,,2000.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,2.0,0.65,,0.0,N,,307684,1.31983835175195,103.844029230613,NOVENA
"238B THOMSON ROAD, SINGAPORE 307685",,,,,,,Commercial Building,Office,,2000.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,2.0,0.65,,0.0,N,,307685,1.31931071154948,103.844148486307,NOVENA
"3 FUSIONOPOLIS WAY, SINGAPORE 138633",,,,,,,Commercial Building,Office,,2008.0,Platinum,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,12.2,,,15.0,N,,138633,1.29901132091563,103.787567243113,QUEENSTOWN
"20 BIOPOLIS WAY, SINGAPORE 138668",,,,,,,Commercial Building,Office,,2008.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,13.2,0.05,2010-08-01,10.0,N,,138668,1.30364449605591,103.791985172112,QUEENSTOWN
"31 BIOPOLIS WAY, SINGAPORE 138669",,,,,,,Commercial Building,Office,,2008.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,13.2,0.05,2010-08-01,10.0,N,,138669,1.30418979293893,103.792492315898,QUEENSTOWN
"10 BIOPOLIS ROAD, SINGAPORE 138670",,,,,,,Commercial Building,Office,,2008.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,13.2,0.05,2010-08-01,10.0,N,,138670,1.30401372865567,103.791345728799,QUEENSTOWN
"30 BIOPOLIS STREET, SINGAPORE 138671",,,,,,,Commercial Building,Office,,2008.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,13.2,0.05,2010-08-01,45.0,N,,138671,1.30323831850192,103.79256511685,QUEENSTOWN
"60 BIOPOLIS STREET, SINGAPORE 138672",,,,,,,Commercial Building,Office,,2008.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,13.2,0.05,2010-08-01,10.0,N,,138672,1.3026839219932,103.792579794283,QUEENSTOWN
"61 BIOPOLIS DRIVE, SINGAPORE 138673",,,,,,,Commercial Building,Office,,2008.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,13.2,0.05,2010-08-01,10.0,N,,138673,1.30290270402394,103.793217851337,QUEENSTOWN
"3 PICKERING STREET, SINGAPORE 048660",,,,,,,Commercial Building,Office,,2002.0,Platinum,2019.0,Existing Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,1.0,,,99.0,N,,048660,1.28436800095842,103.847363778038,OUTRAM
"5 TEMASEK BOULEVARD, SINGAPORE 038985",,,,,,,Commercial Building,Office,,1994.0,Platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,7.0,0.61,2019-03-29,95.0,N,,038985,1.29450346620567,103.857985273989,DOWNTOWN CORE
"6 TEMASEK BOULEVARD, SINGAPORE 038986",,,,,,,Commercial Building,Office,,1997.0,Platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,7.0,0.61,2019-03-29,95.0,N,,038986,1.29464636950476,103.859724355499,DOWNTOWN CORE
"7 TEMASEK BOULEVARD, SINGAPORE 038987",,,,,,,Commercial Building,Office,,1995.0,Platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,7.0,0.61,2019-03-29,95.0,N,,038987,1.29542540402342,103.858378559681,DOWNTOWN CORE
"8 TEMASEK BOULEVARD, SINGAPORE 038988",,,,,,,Commercial Building,Office,,1997.0,Platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,7.0,0.61,2019-03-29,50.0,N,,038988,1.29512778965531,103.859545797162,DOWNTOWN CORE
"9 TEMASEK BOULEVARD, SINGAPORE 038989",,,,,,,Commercial Building,Office,,1995.0,Platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,7.0,0.61,2019-03-29,50.0,N,,038989,1.29559492037457,103.858968011896,DOWNTOWN CORE
"12 EU TONG SEN STREET, SINGAPORE 059819",,,,,,,Commercial Building,Office,,2008.0,,,,,,,,Others,8.0,,,80.0,N,,059819,1.28883856193458,103.846558025016,SINGAPORE RIVER
"1 CREATE WAY, SINGAPORE 138602",,,,,,,Commercial Building,Office,,2021.0,Platinum,2020.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,7.0,,,17.0,Y,,138602,1.30399654877953,103.774032940413,QUEENSTOWN
"978 UPPER CHANGI ROAD NORTH, SINGAPORE 506977",,,,,,,Commercial Building,Office,,2005.0,,,,,,,,Others,16.0,,,0.0,N,,506977,1.35455664179392,103.971560339949,CHANGI
"980 UPPER CHANGI ROAD NORTH, SINGAPORE 507708",,,,,,,Commercial Building,Office,,2018.0,,,,,,,,Water Cooled Chilled Water Plant,20.0,0.63,,0.0,N,,507708,1.3546968449925,103.969691074144,CHANGI
"982 UPPER CHANGI ROAD NORTH, SINGAPORE 507709",,,,,,,Commercial Building,Office,,2004.0,Legislated,2015.0,,,,,,Air Cooled Chilled Water Plant,15.0,,,0.0,N,,507709,1.35803391109402,103.97133245215,CHANGI
"10 TANAH MERAH BESAR ROAD, SINGAPORE 498834",,,,,,,Commercial Building,Office,,1994.0,GoldPlus,2018.0,Existing Building for Non-Residential buildings (version 3),,,,,Others,7.0,1.0,2017-07-20,0.0,N,,498834,1.36082305448072,103.972311481083,CHANGI
"22 CROSS STREET, SINGAPORE 048421",,,,,,,Commercial Building,Office,,2001.0,Gold,2020.0,Existing Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,2.0,0.65,2019-07-30,20.0,N,,048421,1.28423869111672,103.846705363258,OUTRAM
"20 CROSS STREET, SINGAPORE 048422",,,,,,,Commercial Building,Office,,2001.0,Gold,2020.0,Existing Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,2.0,0.65,2019-07-30,20.0,N,,048422,1.28374576252035,103.847469684006,OUTRAM
"38 BEACH ROAD, SINGAPORE 189767",,,,,,,Commercial Building,Office,,2015.0,Platinum,2021.0,New Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,2.0,0.65,,0.0,Y,,189767,1.29403010455027,103.855526081992,DOWNTOWN CORE
"20 PASIR PANJANG ROAD, SINGAPORE 117439",,,,,,,Commercial Building,Office,,2017.0,Platinum,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,11.0,0.61,2017-09-11,25.0,Y,,117439,1.27482749239615,103.79906482343,QUEENSTOWN
"27 MEDICAL DRIVE, SINGAPORE 117510",,,,,,,Commercial Building,Office,,2003.0,,,,,,,,Water Cooled Chilled Water Plant,16.0,0.65,,0.0,N,,117510,1.2963070023426,103.781403343415,QUEENSTOWN
"1 BIOPOLIS DRIVE, SINGAPORE 138622",,,,,,,Commercial Building,Office,,2011.0,Gold,2011.0,New Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,13.0,,,0.0,N,,138622,1.30120583526388,103.792976859174,QUEENSTOWN
"8 EU TONG SEN STREET, SINGAPORE 059818",,,,,,,Commercial Building,Office,,2008.0,,,,,,,,Water Cooled Chilled Water Plant,10.0,0.73,,70.0,N,,059818,1.28895619990225,103.846796243026,SINGAPORE RIVER
"1 TEMASEK AVENUE, SINGAPORE 039192",,,,,,,Commercial Building,Office,,1998.0,Gold,2022.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,17.0,0.67,2013-03-20,0.0,N,,039192,1.29267085142808,103.860299235072,DOWNTOWN CORE
"8A BIOMEDICAL GROVE, SINGAPORE 138648",,,,,,,Commercial Building,Office,,2006.0,,,,,,,,District Cooling Plant,15.0,,,80.0,N,,138648,1.30210127109321,103.793724128024,QUEENSTOWN
"7 MAXWELL ROAD, SINGAPORE 069111",,,,,,,Commercial Building,Office,,1983.0,Platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Others,12.0,,,0.0,N,,069111,1.27935389427121,103.846195973221,DOWNTOWN CORE
"9 MAXWELL ROAD, SINGAPORE 069112",,,,,,,Commercial Building,Office,,1970.0,Platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Air Cooled Chilled Water Plant,15.0,,,0.0,N,,069112,1.27935389427121,103.846195973221,DOWNTOWN CORE
"250 NORTH BRIDGE ROAD, SINGAPORE 179101",,,,,,,Commercial Building,Office,,1986.0,GoldPlus,2020.0,Existing Building for Non-Residential buildings (version 2.1),,,,,Water Cooled Chilled Water Plant,15.0,0.75,2016-12-09,0.0,N,,179101,1.29407041851609,103.852994405912,DOWNTOWN CORE
"180 CLEMENCEAU AVENUE, SINGAPORE 239922",,,,,,,Commercial Building,Office,,2001.0,,,,,,,,Air Cooled Chilled Water Plant,15.0,1.81,2013-03-01,14.0,N,,239922,1.29726870983076,103.844126221921,MUSEUM
"592 BALESTIER ROAD, SINGAPORE 329901",526.5105625,Bottom,523.022375,Bottom,575.5259296875,Bottom,Commercial Building,Hotel,,2009.0,,,,6400.0,6310.0,0.9859375,366.0,Others,12.0,,,26.0,N,,329901,1.32690213153176,103.842730253386,NOVENA
"15 STAMFORD ROAD, SINGAPORE 178906",565.8213097218921,Bottom,509.62366294271453,Bottom,527.9396244354647,Bottom,Commercial Building,Hotel,,2015.0,,,,12621.0,12210.0,0.9674352270026146,157.0,Water Cooled Chilled Water Plant,5.0,,,95.0,N,,178906,1.2935414355709,103.851569286784,DOWNTOWN CORE
"10 FARRER PARK STATION ROAD, SINGAPORE 217564",515.6198452119672,Bottom,441.84723345269725,Bottom,479.3531823957491,Bottom,Commercial Building,Hotel,,2017.0,GoldPlus,2016.0,New Building for Non-Residential buildings (version 4.1),8657.0,6047.0,0.6985098764006007,300.0,Water Cooled Chilled Water Plant,3.0,0.54,2018-01-25,60.0,N,,217564,1.31198097962561,103.854748154489,ROCHOR
"2 BUKIT MANIS ROAD, SINGAPORE 099891",536.1982991564863,Bottom,363.3336060209424,Bottom,410.12418266433974,Bottom,Commercial Building,Hotel,,1990.0,,,,13752.0,12790.0,0.9300465386852821,215.0,Others,0.0,,,70.0,N,,099891,1.24589687601798,103.827569393578,SOUTHERN ISLANDS
"3 DICKSON ROAD, SINGAPORE 209530",352.1401911969727,Bottom,334.42689703246367,Bottom,373.66532563234415,Bottom,Commercial Building,Hotel,,2008.0,,,,5021.0,5021.0,1,235.0,Others,13.0,,,28.0,N,,209530,1.30490295043269,103.854281192037,ROCHOR
"1 NANSON ROAD, SINGAPORE 238909",397.6466241949034,Bottom,377.75658078969474,Bottom,363.16985788294596,Bottom,Commercial Building,Hotel,,2017.0,Legislated,2018.0,,14284.0,14284.0,1,225.0,Water Cooled Chilled Water Plant,1.0,0.65,,70.0,N,,238909,1.29004703709958,103.838613292488,SINGAPORE RIVER
"21 OCEAN WAY, SINGAPORE 098374",402.6491386554622,Bottom,335.2671848739496,Bottom,348.08420168067227,Bottom,Commercial Building,Hotel,,2012.0,,,,23800.0,13296.0,0.5586554621848739,240.0,Water Cooled Chilled Water Plant,9.0,,,100.0,N,,098374,1.24615202701928,103.842698514086,SOUTHERN ISLANDS
"16 AH HOOD ROAD, SINGAPORE 329982",375.2709987615648,Bottom,328.33238629465046,Bottom,324.50250115344454,Bottom,Commercial Building,Hotel,,2013.0,Gold,2022.0,Existing Building for Non-Residential buildings (version 3),41181.0,37213.0,0.9036448847769603,787.0,Others,8.0,0.95,2017-06-28,50.0,N,,329982,1.32708485462602,103.846476460209,NOVENA
"175A CHIN SWEE ROAD, SINGAPORE 169879",354.5382484390404,Bottom,271.8915757476175,Bottom,323.28019224449554,Bottom,Commercial Building,Hotel,,2008.0,Certified,2018.0,Existing Building for Non-Residential buildings (version 2.1),6086.0,5400.0,0.8872822872165625,140.0,Water Cooled Packaged Unit,9.0,,,70.0,N,,169879,1.28575609430357,103.838921630122,OUTRAM
"48 BENCOOLEN STREET, SINGAPORE 189627",360.29706575446596,Bottom,289.17280501710377,Bottom,323.2673033067275,Bottom,Commercial Building,Hotel,,2013.0,GoldPlus,2015.0,New Building for Non-Residential buildings (version 4),5262.0,4500.0,0.855188141391106,273.0,Water Cooled Chilled Water Plant,8.0,,,96.0,N,,189627,1.29894392117455,103.8507632296,ROCHOR
"170 BENCOOLEN STREET, SINGAPORE 189657",331.6073678604713,3rd,323.80303887631476,Bottom,315.739215816802,Bottom,Commercial Building,Hotel,,2017.0,,,,15022.0,12568.0,0.8366395952602849,538.0,Air Cooled Chilled Water Plant,12.0,,,55.0,N,,189657,1.30108493650889,103.85252768725,ROCHOR
"29 TANGLIN ROAD, SINGAPORE 247911",408.881940356564,Bottom,298.57464408427876,Bottom,314.7987102106969,Bottom,Commercial Building,Hotel,,2007.0,GoldPlus,2006.0,New Building (version 1),30850.0,29307.0,0.9499837925445705,299.0,Others,0.0,0.75,2013-08-02,25.0,N,,247911,1.30566141166044,103.826053512399,ORCHARD
"122 MIDDLE ROAD, SINGAPORE 188973",487.4876972854862,Bottom,335.6861400117657,Bottom,313.6277317421632,Bottom,Commercial Building,Hotel,,2018.0,Legislated,2016.0,,11899.0,11526.0,0.9686528279687369,395.0,Others,5.0,0.88,,60.0,N,,188973,1.29960950187876,103.853118508952,ROCHOR
"3 BELILIOS ROAD, SINGAPORE 219924",400.5804683884106,Bottom,323.81933907247986,Bottom,313.3960122188281,Bottom,Commercial Building,Hotel,,2015.0,,,,10803.0,8964.0,0.8297695084698695,328.0,Others,10.0,,,90.0,N,,219924,1.3084027270561,103.851968750878,ROCHOR
"8 SINARAN DRIVE, SINGAPORE 307470",347.85488249505823,3rd,312.9922073358225,Bottom,313.27385020865364,Bottom,Commercial Building,Hotel,,2011.0,,,,22765.0,19390.0,0.8517461014715572,428.0,Water Cooled Chilled Water Plant,5.0,,,80.0,N,,307470,1.32003005012669,103.844782386745,NOVENA
"200 MIDDLE ROAD, SINGAPORE 188980",408.29765482695814,Bottom,327.082941712204,Bottom,312.6454918032787,Bottom,Commercial Building,Hotel,,2013.0,Legislated,2013.0,,8784.0,5193.0,0.5911885245901639,308.0,Others,7.0,,,100.0,N,,188980,1.30091639714583,103.85150646656,ROCHOR
"70 JELLICOE ROAD, SINGAPORE 208767",365.5886179290003,Bottom,330.7586116085537,Bottom,311.46460549878856,Bottom,Commercial Building,Hotel,,2011.0,GoldPlus,2012.0,New Building for Non-Residential buildings (version 3),18986.0,17087.0,0.899978931844517,888.0,Water Cooled Chilled Water Plant,10.0,0.7,2015-12-10,90.0,N,,208767,1.3078301007512,103.862736376488,KALLANG
"90 ROBERTSON QUAY, SINGAPORE 238259",359.5792286535817,Bottom,326.7617514689336,Bottom,303.13239154894364,Bottom,Commercial Building,Hotel,,2016.0,Platinum,2020.0,New Building for Non-Residential buildings (version 4),7999.0,7766.0,0.970871358919865,293.0,Water Cooled Chilled Water Plant,5.0,117.0,2019-08-14,95.0,N,,238259,1.29086700056319,103.837220918442,SINGAPORE RIVER
"3 NANSON ROAD, SINGAPORE 238910",466.7043068168059,Bottom,357.9357888364209,Bottom,293.1094539290471,Bottom,Commercial Building,Hotel,,2010.0,Gold,2021.0,Existing Building for Non-Residential buildings (version 3),8259.0,7766.0,0.9403075432861121,360.0,Others,8.0,0.98,2018-02-14,80.0,N,,238910,1.29080253875441,103.839151293259,SINGAPORE RIVER
"3 UPPER PICKERING STREET, SINGAPORE 058289",320.87446539159,3rd,270.0868375132583,Bottom,286.1319926780032,Bottom,Commercial Building,Hotel,,2012.0,Platinum,2021.0,New Building for Non-Residential buildings (version 3),29227.0,22438.0,0.7677147842748144,367.0,Water Cooled Chilled Water Plant,7.0,0.65,2021-01-18,60.0,Y,,058289,1.28563914231387,103.846290272366,OUTRAM
"35 ROBINSON ROAD, SINGAPORE 068876",328.76128859060407,3rd,281.89373154362414,Bottom,286.0000805369128,Bottom,Commercial Building,Hotel,,2014.0,Platinum,2022.0,New Building for Non-Residential buildings (version 4),7450.0,4883.0,0.6554362416107382,134.0,Water Cooled Chilled Water Plant,3.0,,,80.0,N,,068876,1.27992197150836,103.849654790724,DOWNTOWN CORE
"22 ORANGE GROVE ROAD, SINGAPORE 258350",353.3166455481815,Bottom,264.73595202549274,3rd,285.4715527732126,Bottom,Commercial Building,Hotel,,1971.0,Gold,2017.0,Existing Building for Non-Residential buildings (version 3),79709.0,67101.0,0.841824637117515,792.0,Water Cooled Chilled Water Plant,23.0,0.7,2017-07-24,70.0,N,,258350,1.31122438238089,103.826788133417,TANGLIN
"1 THE KNOLLS, SINGAPORE 098297",323.0033324697958,3rd,273.0257883705047,Bottom,280.61940368809024,Bottom,Commercial Building,Hotel,,2008.0,,,,42461.0,33544.0,0.7899955253055745,193.0,Water Cooled Chilled Water Plant,12.0,,,75.0,N,,098297,1.24945446387238,103.824447113771,SOUTHERN ISLANDS
"700 BEACH ROAD, SINGAPORE 199598",355.07377414352175,Bottom,254.89115747920485,3rd,276.46253207387565,Bottom,Commercial Building,Hotel,,2016.0,Legislated,2016.0,,7093.0,7093.0,1,300.0,Others,6.0,,,80.0,N,,199598,1.30238571587691,103.864195812001,DOWNTOWN CORE
"6 IRRAWADDY ROAD, SINGAPORE 329543",276.65749024504447,3rd,263.53810831902604,3rd,276.0282113313563,Bottom,Commercial Building,Hotel,,2011.0,Platinum,2015.0,Existing Building for Non-Residential buildings (version 3),6407.0,5730.0,0.8943343218354924,241.0,Others,5.0,,,10.0,N,,329543,1.32614785629346,103.84554505161,NOVENA
"28 CAVENAGH ROAD, SINGAPORE 229635",303.58973366322226,3rd,228.42455610537039,3rd,265.29837359918497,3rd,Commercial Building,Hotel,,2015.0,Legislated,2015.0,,13742.0,12690.0,0.9234463687963906,488.0,Others,5.0,,,0.0,N,,229635,1.30145985805495,103.841931934133,ORCHARD
"100 PECK SEAH STREET, SINGAPORE 079333",307.5557314804047,3rd,276.1335568089313,Bottom,263.75459879055705,3rd,Commercial Building,Hotel,,2015.0,,,,17198.0,15478.0,0.8999883707407839,314.0,Water Cooled Chilled Water Plant,3.0,,,60.0,N,,079333,1.27585064007043,103.844244849875,OUTRAM
"22 CAVENAGH ROAD, SINGAPORE 229617",285.3435945945946,3rd,266.6450307125307,3rd,259.63511056511055,3rd,Commercial Building,Hotel,,2015.0,Legislated,2015.0,,8140.0,7815.0,0.9600737100737101,263.0,Others,5.0,,,0.0,N,,229617,1.30129467252748,103.841767533544,ORCHARD
"1 UNITY STREET, SINGAPORE 237983",315.6014932126697,3rd,242.76638009049773,3rd,259.6292986425339,3rd,Commercial Building,Hotel,,2010.0,,,,11050.0,11050.0,1,336.0,Water Cooled Chilled Water Plant,6.0,,,85.0,N,,237983,1.29154596064616,103.842327425286,SINGAPORE RIVER
"11 CANNING WALK, SINGAPORE 178881",333.9538758125981,3rd,246.82689979825153,3rd,258.58760143465594,3rd,Commercial Building,Hotel,,2012.0,GoldPlus,2015.0,Existing Building for Non-Residential buildings (version 3),8922.0,8922.0,1,86.0,Water Cooled Chilled Water Plant,7.0,0.65,2015-03-31,70.0,N,,178881,1.29633332548442,103.845641414159,MUSEUM
"442 ORCHARD ROAD, SINGAPORE 238879",365.26044855659114,Bottom,276.97367167834545,Bottom,254.78420300700728,3rd,Commercial Building,Hotel,,1980.0,GoldPlus,2020.0,Existing Building for Non-Residential buildings (version 3),44097.0,35278.0,0.8000090709118534,656.0,Water Cooled Chilled Water Plant,8.0,0.58,2020-08-01,60.0,N,,238879,1.30763000438668,103.828626077801,ORCHARD
"1 BEACH ROAD, SINGAPORE 189673",,,229.79536439114392,3rd,251.30433579335792,3rd,Commercial Building,Hotel,,1991.0,,,,43360.0,17612.0,Omit,115.0,Water Cooled Chilled Water Plant,10.0,,,15.0,N,,189673,1.29509740789339,103.85406834457,DOWNTOWN CORE
"190 ORCHARD BOULEVARD, SINGAPORE 248646",302.67679757435747,3rd,225.88036384637599,3rd,246.63011839445568,3rd,Commercial Building,Hotel,,1994.0,Certified,2019.0,Existing Non-Residental Buildings ENRB: 2017,34630.0,34020.0,0.982385215131389,259.0,Water Cooled Chilled Water Plant,7.0,,,75.0,N,,248646,1.3051747129975,103.828661123245,ORCHARD
"270 ORCHARD ROAD, SINGAPORE 238857",316.58383836149693,3rd,269.5197292754136,3rd,243.99946916747766,3rd,Commercial Building,Hotel,,2010.0,,,,22606.0,22058.0,0.9757586481465098,308.0,Others,0.0,,,30.0,N,,238857,1.30310526043246,103.836202006497,ORCHARD
"3 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486037",239.91134440052699,2nd,244.07717417654808,3rd,241.26909090909092,3rd,Commercial Building,Hotel,,2012.0,GoldPlus,2012.0,New Building for Non-Residential buildings (version 3),18975.0,16224.0,0.8550197628458498,313.0,Water Cooled Chilled Water Plant,7.0,0.64,2014-11-10,99.0,N,,486037,1.33410449991775,103.963712616735,TAMPINES
"9 BRAS BASAH ROAD, SINGAPORE 189559",291.74135395537525,3rd,245.60192697768764,3rd,241.0935598377282,3rd,Commercial Building,Hotel,,1998.0,GoldPlus,2017.0,Existing Building for Non-Residential buildings (version 2.1),19720.0,12584.0,0.6381338742393509,298.0,Water Cooled Chilled Water Plant,19.0,,,90.0,N,,189559,1.29862529263979,103.849332451138,MUSEUM
"24 MOUNT ELIZABETH, SINGAPORE 228518",274.8459103840683,3rd,224.06115457562825,3rd,239.57494073020388,3rd,Commercial Building,Hotel,,1993.0,,,,16872.0,16872.0,1,364.0,Water Cooled Chilled Water Plant,9.0,,,60.0,N,,228518,1.30820322497533,103.835810152627,NEWTON
"96 SOMERSET ROAD, SINGAPORE 238163",262.81031207160714,2nd,230.34415934198853,3rd,236.7806402709459,3rd,Commercial Building,Hotel,,2008.0,,,,12401.0,10436.0,0.8415450366905894,126.0,Water Cooled Chilled Water Plant,9.0,,,90.0,N,,238163,1.30088651709242,103.837908858018,ORCHARD
"1 GOPENG STREET, SINGAPORE 078862",270.47410358565736,3rd,221.59309428950863,3rd,234.75868378338498,3rd,Commercial Building,Hotel,,2013.0,Platinum,2017.0,New Building for Non-Residential buildings (version 3),20331.0,18227.0,0.8965127145738035,386.0,Water Cooled Chilled Water Plant,8.0,0.64,2017-03-01,59.0,N,,078862,1.27595846441911,103.843698494444,OUTRAM
"333 NEW BRIDGE ROAD, SINGAPORE 088765",268.83093059392263,3rd,230.83429730662982,3rd,234.4461757596685,3rd,Commercial Building,Hotel,,2013.0,,,,11584.0,10227.0,0.8828556629834254,285.0,Water Cooled Chilled Water Plant,8.0,0.8,,92.0,N,,088765,1.27962668610529,103.840007592937,OUTRAM
"11 UNITY STREET, SINGAPORE 237995",267.8845991424116,2nd,229.96486214399377,3rd,233.47851784496476,3rd,Commercial Building,Hotel,,1998.0,,,,30793.0,22118.0,0.7184901247401247,164.0,Water Cooled Chilled Water Plant,22.0,1.52,2016-05-01,80.0,N,,237995,1.29198845518713,103.841198727907,SINGAPORE RIVER
"39 SCOTTS ROAD, SINGAPORE 228230",250.2650685370228,2nd,206.189389572124,2nd,229.55204330002562,3rd,Commercial Building,Hotel,,1985.0,Platinum,2019.0,Existing Building for Non-Residential buildings (version 3),31224.0,25000.0,0.8006661542403279,420.0,Water Cooled Chilled Water Plant,3.0,0.58,2020-04-15,85.0,N,,228230,1.31195053469522,103.836462149219,NEWTON
"165 TYRWHITT ROAD, SINGAPORE 207569",272.0812453318012,3rd,213.44375179546105,2nd,227.02459063487504,3rd,Commercial Building,Hotel,,2014.0,,,,6962.0,6000.0,0.8618213157138753,270.0,Others,7.0,,,98.0,N,,207569,1.31233534245763,103.860647510473,KALLANG
